"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-19","0.00","0.0","0.0",,"88","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-20","0.00","0.0","0.0",,"84","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-21","0.00","0.0","0.0",,"87","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-22","0.00","0.0","0.0",,"86","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-23","0.00","0.0","0.0",,"83","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-24","0.00","0.0","0.0",,"84","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-25","0.00","0.0","0.0",,"86","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-26","0.00","0.0","0.0",,"87","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-27","0.45","0.0","0.0",,"83","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-28","0.12","0.0","0.0",,"76","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-29","0.01","0.0","0.0",,"83","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-30","0.00","0.0","0.0",,"85","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-01","0.83","0.0","0.0",,"79","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-02","0.00","0.0","0.0",,"76","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-03","0.00","0.0","0.0",,"78","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-04","0.49","0.0","0.0",,"84","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-05","0.66","0.0","0.0",,"86","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-06","0.00","0.0","0.0",,"91","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-07","0.04","0.0","0.0",,"89","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-08","0.08","0.0","0.0",,"86","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-09","0.53","0.0","0.0",,"72","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-10","0.00","0.0","0.0",,"80","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-11","0.00","0.0","0.0",,"81","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-12","0.00","0.0","0.0",,"82","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-13","0.00","0.0","0.0",,"85","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-14","0.62","0.0","0.0",,"88","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-15","0.00","0.0","0.0",,"88","79"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-16","0.00","0.0","0.0",,"90","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-17","0.00","0.0","0.0",,"89","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-18","0.35","0.0","0.0",,"93","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-19","0.00","0.0","0.0",,"83","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-20","0.00","0.0","0.0",,"85","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-21","0.00","0.0","0.0",,"90","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-22","0.00","0.0","0.0",,"94","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-23","0.00","0.0","0.0",,"96","80"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-24","0.00","0.0","0.0",,"94","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-25","1.00","0.0","0.0",,"93","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-26","0.00","0.0","0.0",,"89","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-27","0.00","0.0","0.0",,"91","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-28","0.00","0.0","0.0",,"95","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-29","1.09","0.0","0.0",,"85","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-30","0.25","0.0","0.0",,"84","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-31","1.08","0.0","0.0",,"78","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-01","0.00","0.0","0.0",,"80","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-02","0.00","0.0","0.0",,"79","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-03","0.00","0.0","0.0",,"80","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-04","0.00","0.0","0.0",,"81","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-05","0.00","0.0","0.0",,"83","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-06","0.05","0.0","0.0",,"87","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-07","0.00","0.0","0.0",,"86","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-08","0.00","0.0","0.0",,"86","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-09","0.00","0.0","0.0",,"87","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-10","0.09","0.0","0.0",,"86","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-11","0.15","0.0","0.0",,"91","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-12","0.32","0.0","0.0",,"93","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-13","0.00","0.0","0.0",,"96","81"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-14","0.06","0.0","0.0",,"94","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-15","0.00","0.0","0.0",,"92","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-16","0.11","0.0","0.0",,"87","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-17","0.01","0.0","0.0",,"85","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-18","0.03","0.0","0.0",,"85","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-19","0.01","0.0","0.0",,"88","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-20","0.82","0.0","0.0",,"83","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-21","0.31","0.0","0.0",,"86","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-22","0.00","0.0","0.0",,"79","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-23","0.00","0.0","0.0",,"82","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-24","0.00","0.0","0.0",,"88","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-25","0.01","0.0","0.0",,"86","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-26","0.00","0.0","0.0",,"90","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-27","0.00","0.0","0.0",,"89","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-28","0.00","0.0","0.0",,"89","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-29","0.00","0.0","0.0",,"91","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-30","0.00","0.0","0.0",,"86","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-31","0.00","0.0","0.0",,"89","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-01","0.50","0.0","0.0",,"79","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-02","0.00","0.0","0.0",,"81","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-03","0.00","0.0","0.0",,"75","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-04","0.00","0.0","0.0",,"80","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-05","0.00","0.0","0.0",,"84","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-06","0.00","0.0","0.0",,"80","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-07","0.00","0.0","0.0",,"85","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-08","0.00","0.0","0.0",,"89","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-09","0.22","0.0","0.0",,"91","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-10","0.00","0.0","0.0",,"90","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-11","0.00","0.0","0.0",,"83","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-12","0.00","0.0","0.0",,"78","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-13","0.00","0.0","0.0",,"83","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-14","0.56","0.0","0.0",,"91","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-15","0.00","0.0","0.0",,"74","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-16","0.00","0.0","0.0",,"73","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-17","0.00","0.0","0.0",,"77","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-18","0.00","0.0","0.0",,"82","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-19","0.68","0.0","0.0",,"76","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-20","0.00","0.0","0.0",,"82","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-21","0.00","0.0","0.0",,"84","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-22","0.00","0.0","0.0",,"86","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-23","0.01","0.0","0.0",,"87","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-24","0.20","0.0","0.0",,"71","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-25","0.00","0.0","0.0",,"70","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-26","0.00","0.0","0.0",,"74","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-27","0.22","0.0","0.0",,"74","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-28","0.00","0.0","0.0",,"69","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-29","0.00","0.0","0.0",,"64","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-30","0.40","0.0","0.0",,"59","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-01","0.00","0.0","0.0",,"62","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-02","0.00","0.0","0.0",,"63","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-03","0.00","0.0","0.0",,"72","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-04","0.00","0.0","0.0",,"69","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-05","0.00","0.0","0.0",,"67","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-06","0.00","0.0","0.0",,"73","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-07","0.00","0.0","0.0",,"75","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-08","0.23","0.0","0.0",,"68","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-09","0.55","0.0","0.0",,"65","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-10","0.00","0.0","0.0",,"64","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-11","0.00","0.0","0.0",,"63","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-12","0.00","0.0","0.0",,"66","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-13","0.00","0.0","0.0",,"67","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-14","0.00","0.0","0.0",,"62","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-15","0.00","0.0","0.0",,"65","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-16","0.00","0.0","0.0",,"69","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-17","0.00","0.0","0.0",,"81","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-18","0.00","0.0","0.0",,"81","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-19","0.00","0.0","0.0",,"85","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-20","0.00","0.0","0.0",,"70","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-21","1.11","0.0","0.0",,"69","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-22","0.29","0.0","0.0",,"57","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-23","0.00","0.0","0.0",,"61","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-24","0.00","0.0","0.0",,"62","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-25","0.00","0.0","0.0",,"52","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-26","0.00","0.0","0.0",,"51","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-27","1.41","0.0","0.0",,"55","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-28","0.00","0.0","0.0",,"51","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-29","0.00","0.0","0.0",,"64","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-30","0.56","0.0","0.0",,"76","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-31","0.00","0.0","0.0",,"54","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-01","0.00","0.0","0.0",,"58","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-02","0.00","0.0","0.0",,"70","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-03","0.00","0.0","0.0",,"72","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-04","0.00","0.0","0.0",,"61","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-05","0.00","0.0","0.0",,"62","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-06","0.00","0.0","0.0",,"59","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-07","0.00","0.0","0.0",,"53","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-08","0.00","0.0","0.0",,"66","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-09","0.06","0.0","0.0",,"59","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-10","0.00","0.0","0.0",,"56","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-11","0.00","0.0","0.0",,"63","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-12","0.00","0.0","0.0",,"50","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-13","0.00","0.0","0.0",,"61","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-14","0.00","0.0","0.0",,"62","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-15","1.81","0.0","0.0",,"56","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-16","0.00","0.0","0.0",,"61","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-17","0.00","0.0","0.0",,"61","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-18","0.00","0.0","0.0",,"64","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-19","0.25","0.0","0.0",,"63","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-20","0.31","0.0","0.0",,"42","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-21","0.00","0.0","0.0",,"41","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-22","0.00","0.0","0.0",,"41","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-23","0.00","0.0","0.0",,"45","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-24","0.03","0.0","0.0",,"48","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-25","0.02","0.0","0.0",,"54","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-26","0.00","0.0","0.0",,"50","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-27","0.00","0.0","0.0",,"50","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-28","0.00","0.0","0.0",,"52","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-29","2.20","0.0","0.0",,"60","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-30","0.73","0.0","0.0",,"58","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-01","0.07","0.0","0.0",,"54","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-02","0.00","0.0","0.0",,"51","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-03","0.00","0.0","0.0",,"47","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-04","0.00","0.0","0.0",,"47","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-05","0.19","0.0","0.0",,"49","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-06","0.35","0.0","0.0",,"46","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-07","0.09","0.0","0.0",,"46","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-08","0.00","0.0","0.0",,"45","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-09","0.00","0.0","0.0",,"39","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-10","0.00","0.0","0.0",,"35","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-11","0.03","0.4","0.0",,"35","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-12","0.50","0.0","0.0",,"46","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-13","0.00","0.0","0.0",,"43","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-14","0.00","0.0","0.0",,"42","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-15","0.00","0.0","0.0",,"34","19"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-16","0.00","0.0","0.0",,"27","17"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-17","0.73","2.8","2.0",,"39","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-18","0.04","0.0","1.2",,"58","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-19","0.00","0.0","0.0",,"31","23"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-20","0.00","0.0","0.0",,"33","20"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-21","0.00","0.0","0.0",,"40","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-22","0.00","0.0","0.0",,"49","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-23","0.00","0.0","0.0",,"47","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-24","0.47","0.0","0.0",,"47","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-25","0.00","0.0","0.0",,"50","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-26","0.02","0.0","0.0",,"50","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-27","0.00","0.0","0.0",,"60","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-28","0.00","0.0","0.0",,"40","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-29","0.39","0.0","0.0",,"46","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-30","0.01","0.0","0.0",,"40","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-31","0.00","0.0","0.0",,"44","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-01","0.00","0.0","0.0",,"48","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-02","0.21","0.0","0.0",,"41","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-03","0.58","0.0","0.0",,"43","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-04","0.00","0.0","0.0",,"52","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-05","0.00","0.0","0.0",,"34","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-06","0.05","1.2","1.2",,"33","25"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-07","0.32","5.1","0.0",,"26","20"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-08","0.00","0.0","3.9",,"25","16"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-09","0.00","0.0","3.1",,"23","14"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-10","0.00","0.0","3.1",,"46","21"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-11","0.52","0.0","0.0",,"52","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-12","0.05","0.0","0.0",,"66","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-13","0.00","0.0","0.0",,"62","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-14","0.12","0.6","0.0",,"34","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-15","0.00","0.0","1.2",,"38","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-16","0.00","0.0","0.0",,"43","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-17","0.35","0.0","0.0",,"42","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-18","0.06","0.0","0.0",,"41","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-19","0.00","0.0","0.0",,"49","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-20","0.10","0.0","0.0",,"45","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-21","0.00","0.0","0.0",,"49","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-22","0.05","0.0","0.0",,"48","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-23","1.16","0.0","0.0",,"44","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-24","1.18","0.0","0.0",,"38","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-25","0.00","0.0","0.0",,"51","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-26","0.02","0.0","0.0",,"56","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-27","0.00","0.0","0.0",,"43","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-28","0.00","0.0","0.0",,"39","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-29","0.00","0.0","0.0",,"43","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-30","0.00","0.0","0.0",,"37","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-31","0.06","1.0","0.0",,"34","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-01","0.00","0.0","0.0",,"47","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-02","0.00","0.0","0.0",,"45","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-03","0.00","0.0","0.0",,"33","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-04","0.00","0.0","0.0",,"34","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-05","0.00","0.0","0.0",,"43","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-06","0.00","0.0","0.0",,"49","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-07","0.27","0.0","0.0",,"42","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-08","0.03","0.0","0.0",,"62","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-09","1.16","9.4","2.0",,"44","19"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-10","0.00","0.0","7.9",,"32","19"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-11","0.00","0.0","5.1",,"48","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-12","0.46","0.0","2.0",,"40","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-13","0.02","0.0","2.0",,"39","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-14","0.00","0.0","2.0",,"41","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-15","0.00","0.0","0.0",,"47","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-16","0.00","0.0","0.0",,"35","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-17","0.00","0.0","0.0",,"41","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-18","0.00","0.0","0.0",,"63","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-19","0.00","0.0","0.0",,"65","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-20","0.00","0.0","0.0",,"55","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-21","0.00","0.0","0.0",,"47","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-22","0.00","0.0","0.0",,"57","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-23","0.00","0.0","0.0",,"65","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-24","0.00","0.0","0.0",,"70","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-25","0.54","0.0","0.0",,"63","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-26","0.00","0.0","0.0",,"44","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-27","0.00","0.0","0.0",,"54","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-02-28","0.00","0.0","0.0",,"59","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-01","0.12","0.0","0.0",,"70","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-02","0.00","0.0","0.0",,"64","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-03","0.00","0.0","0.0",,"39","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-04","0.00","0.0","0.0",,"30","17"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-05","0.00","0.0","0.0",,"37","14"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-06","0.00","0.0","0.0",,"45","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-07","0.10","0.0","0.0",,"56","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-08","0.02","0.0","0.0",,"59","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-09","0.00","0.0","0.0",,"61","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-10","0.31","2.1","0.0",,"47","23"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-11","0.00","0.0","1.2",,"29","17"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-12","0.00","0.0","0.0",,"29","19"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-03-13","0.00","0.0","0.0",,"36","20"
